the_geom,OBJECTID,CIV,PK_ID_ELEM,DESC_ELEME,LONGITUD_H,ANCHO_ELEM,AREA_ELEME,TIPO_SUPER,FECHA_REGI,LOCALIDAD,UPZ,BARRIO,TIPO_MALLA,EJE_VIAL,DESDE,HASTA,SECCION_VI,DESC_ORIGE,DESC_PROGR,DESC_ESTRA,FECHA_VISI,ACTIVIDAD,ACTIVIDAD_,INTERVENCI,ESTADO_INT,FECHA_TERM,VIGENCIA,SELLO_FISU,OBSERVACIO,SHAPE_AREA,SHAPE_LEN
"MULTIPOLYGON (((-74.064434985 4.701761099999999, -74.06438241500001 4.701750878999974, -74.06423165899997 4.701724710000008, -74.06405318899999 4.7016932959999735, -74.064052183 4.701693218999992, -74.06398615199998 4.701682517999984, -74.06399723300001 4.70161367999998, -74.064025206 4.7016186349999884, -74.06417023199998 4.701644387999977, -74.064197025 4.701648783999985, -74.064341636 4.70167249299999, -74.06435738599998 4.701675081000019, -74.064518896 4.701701560000004, -74.064506489 4.701773512999978, -74.064434985 4.701761099999999)))",812,"11,010,755","91,010,094",Calzada,58.67,7.73999977,454.24,2,,SUBA,LA ALHAMBRA,MONACO,CM,CL 118,KR 54,KR 54A,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,10/11/2018 12:00:00 AM,BAPASFSI,PABA,2,,05/27/2019 12:00:00 AM,"2,019",80,El segmento vial de pavimento flexible requiere parcheo+ bacheo+ sello de fisuras,0.000000036993934775,0.00120001587321
"MULTIPOLYGON (((-74.09753576899993 4.579408368000031, -74.09748658399997 4.579367327000057, -74.09749176780178 4.579370592325721, -74.09749743465613 4.579372920611561, -74.09750341676786 4.579374242917218, -74.09750953700713 4.579374520089325, -74.09751561415412 4.579373743920836, -74.09752146826497 4.579371937394042, -74.09752692599994 4.579369154000062, -74.09752708799994 4.5793690510000715, -74.09752831099996 4.5793682440000225, -74.09752949999995 4.579367388000037, -74.09753065399997 4.579366483000058, -74.09753176899994 4.5793655310000645, -74.09753284399996 4.579364534000035, -74.09753387699999 4.579363495000052, -74.09753486799997 4.579362413000069, -74.09787462999998 4.578980365000064, -74.09787554699994 4.578979181000022, -74.09787641399998 4.578977961000021, -74.09787723099998 4.578976706000049, -74.09787799699996 4.578975418000027, -74.09787870899999 4.578974100000039, -74.09787936699996 4.578972754000063, -74.09787996899996 4.57897138200002, -74.09788051399994 4.57896998700005, -74.09788100299994 4.57896856900004, -74.09788143299994 4.578967134000038, -74.09788180499999 4.5789656810000565, -74.09788207899999 4.578964405000022, -74.09788210899995 4.578964244000076, -74.09788219799998 4.578963762000058, -74.09788228099995 4.57896327900005, -74.09788231599998 4.57896306300006, -74.09788248999996 4.578961825000022, -74.09788264699995 4.578960303000031, -74.09788273999999 4.578958775000046, -74.09788276999996 4.578957244000037, -74.09788273499998 4.578955713000028, -74.09788263499996 4.578954177000071, -74.09788262899997 4.578954104000047, -74.09788247099993 4.578952647000051, -74.09788245299995 4.5789525090000325, -74.09788221699995 4.578950973000076, -74.09788220899998 4.57895092900003, -74.09788190899997 4.578949413000032, -74.09788189799997 4.578949366000074, -74.09788153199997 4.578947867000068, -74.09788151899994 4.578947823000021, -74.09788108899994 4.578946340000073, -74.09788107599996 4.578946299000052, -74.09788058099997 4.578944832000047, -74.09788056899998 4.578944801000034, -74.09788000799995 4.578943350000031, -74.09787996899996 4.57894325500007, -74.09787937099998 4.578941893000035, -74.09787934999997 4.578941846000021, -74.09787867199998 4.578940465000073, -74.09787793699996 4.578939114000036, -74.09787791599996 4.578939078000076, -74.09787714499998 4.5789377950000585, -74.09787712699996 4.578937766000024, -74.09787629899995 4.578936510000062, -74.09787543399995 4.5789353040000265, -74.09787451899996 4.578934135000054, -74.09787355799995 4.5789330030000315, -74.09787255199996 4.578931912000031, -74.09787150299996 4.578930863000039, -74.09787739199999 4.578935281000042, -74.09791466599995 4.578963243000032, -74.09795732099997 4.578995242000076, -74.09795782799995 4.578995621000047, -74.09795728999995 4.578995280000072, -74.0979537316955 4.578993468064626, -74.0979499218981 4.578992272203177, -74.09794596640903 4.578991725625787, -74.09794197507546 4.578991843511363, -74.09793805874003 4.5789926225861235, -74.0979343261626 4.57899404121452, -74.09793088099997 4.578996060000065, -74.09792539299997 4.579002175000028, -74.09792496899996 4.5790026470000385, -74.09758887999999 4.579377142000055, -74.09758338410242 4.579381732670219, -74.09757866347614 4.5793871173549965, -74.09757483149032 4.579393166737382, -74.09757198017279 4.5793997355371925, -74.09757017799996 4.579406666000068, -74.09756945147292 4.579414497708927, -74.09757006148324 4.579422339353693, -74.0975719904156 4.579429964491399, -74.09757518256835 4.579437152931151, -74.09757954576173 4.579443697092566, -74.09758495399996 4.579449408000073, -74.09753576899993 4.579408368000031)))",813,"15,001,376","184,303",Calzada,64.79,5.88999987,381.73,2,,ANTONIO NARIÑO,CIUDAD JARDIN,CIUDAD JARDIN SUR,LO,KR 12A,CL 19 S,CL 20 S,11,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,08/17/2018 12:00:00 AM,SFSI,SF,2,,08/21/2019 12:00:00 AM,"2,019",500,Requiere MR. Zona residencial. Transito bajo de vehículos. Iglesia y parque cercanos.,0.000000031097615396,0.00147873211148
"MULTIPOLYGON (((-74.05565659199993 4.722280572000045, -74.05547745699994 4.722215454000036, -74.05537407899999 4.722177874000067, -74.05516564999994 4.722102107000069, -74.05495583199996 4.7220300700000735, -74.05495355799997 4.722028650000027, -74.05495004259924 4.722027053770496, -74.05494632170017 4.7220260237699865, -74.05494248587767 4.72202558507099, -74.0549386285042 4.722025748352417, -74.05493484347676 4.7220265096396306, -74.05493122293132 4.722027850401216, -74.05492785499996 4.72202973800006, -74.05494399699995 4.721986872000059, -74.05496132599995 4.721940853000035, -74.05496572699997 4.721929167000042, -74.05496550816613 4.721934841631512, -74.05496619763908 4.721940478470842, -74.05496777774981 4.721945933063463, -74.05497020800502 4.721951065625223, -74.05497342612485 4.721955744624613, -74.05497734963897 4.721959850153509, -74.05498187799998 4.721963277000043, -74.05567635399996 4.722207106000042, -74.05568515999994 4.7222101980000275, -74.05568792622759 4.72221145535127, -74.05569086773477 4.722212217245686, -74.05569389652732 4.722212460891472, -74.05569692199998 4.722212179000053, -74.05569970740603 4.722211432242177, -74.05570233364587 4.722210241024906, -74.05570473033444 4.722208637273672, -74.05570683323892 4.7222066639700975, -74.05570858599998 4.722204374000057, -74.05569232999994 4.722248736000041, -74.05567400899997 4.722298730000034, -74.05566865999998 4.722313328000041, -74.05566913763238 4.72230726775624, -74.05566856701219 4.722301215559926, -74.05566696510755 4.72229535138145, -74.05566437955332 4.722289849600197, -74.05566088723448 4.722284873819174, -74.05565659199993 4.722280572000045)))",918,"11,008,844","167,613",Calzada,88.57,8.02999973,711.38,2,,SUBA,EL PRADO,SAN JOSE DEL PRADO,LO,CL 135,KR 49,KR 50,9,MISIONAL,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,01/08/2019 12:00:00 AM,PASF,PABA,2,,09/26/2019 12:00:00 AM,"2,019",204,"El segmento vial de pavimento flexible presenta requiere actividades de parcheo + sello de fisuras, zona residencial y comercial, se observa gran cantidad de vehículos estacionados sobre el segmento vial, proyecto parqueo en vías de la secretaría de m",0.000000057947031132,0.00184559283751
"MULTIPOLYGON (((-74.04399326299995 4.719030042000043, -74.04360999799997 4.718805495000026, -74.04355792799998 4.718775220000055, -74.04358977599998 4.7187203280000745, -74.04378435999996 4.71883434800003, -74.04401321799998 4.718970450000029, -74.04401450699999 4.718970785000067, -74.04402063721179 4.718971772573221, -74.04402684646233 4.718971774850208, -74.04403297739678 4.71897079177332, -74.04403887464503 4.718968848255694, -74.04404438875895 4.718965993549952, -74.04404937999993 4.718962300000044, -74.04403988999996 4.7189840810000305, -74.04402844899995 4.719010344000027, -74.04401698799995 4.719036650000021, -74.04400749699994 4.719058433000043, -74.04400666499998 4.719060489000071, -74.04400638997653 4.719053967327404, -74.04400498884117 4.7190475920100035, -74.04400250399995 4.719041556000036, -74.04399994260626 4.7190373200406635, -74.04399684417683 4.719033459493492, -74.04399326299995 4.719030042000043)))",919,"1,003,906","139,698",Calzada,58.32,7.03000021,409.67,2,,USAQUEN,LOS CEDROS,EL CONTADOR,LO,CL 135,KR 16A,KR 17,10,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,02/06/2019 12:00:00 AM,PASF,PABA,2,,02/04/2019 12:00:00 AM,"2,019",250,,0.00000003337111012,0.00123979192653
"MULTIPOLYGON (((-74.12391254599999 4.714207234000071, -74.12391826299995 4.714203292000037, -74.12416785999994 4.714031215000034, -74.12417174095727 4.714028106353112, -74.12417517829992 4.714024513277699, -74.12417811204561 4.714020498473644, -74.12418049099995 4.71401613200004, -74.12418223290412 4.714011626221619, -74.124183385521 4.714006934980456, -74.12418392999996 4.714002135000044, -74.12418378193489 4.713996461928852, -74.12418278599995 4.713990875000036, -74.12418071695377 4.713984931756049, -74.12417768899996 4.71397941500004, -74.12418734199997 4.713993784000024, -74.12421916699998 4.714041161000068, -74.12425086299999 4.714088343000071, -74.12424438065426 4.71408513030806, -74.12423757199997 4.714082684000061, -74.12423072915993 4.714081072301158, -74.12422374899995 4.714080236000029, -74.12421460495243 4.714080325496092, -74.12420557099995 4.714081743000065, -74.12411833599998 4.714142232000029, -74.12394914499998 4.714260670000044, -74.12391254599999 4.714207234000071)))",920,"10,001,481","163,403",Calzada,38.46,7.26999998,279.63,2,,ENGATIVA,GARCES NAVAS,GARCES NAVAS SUR,LO,KR 111,CL 75,CL 75A,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,04/20/2018 12:00:00 AM,BAPA,PABA,2,,06/14/2019 12:00:00 AM,"2,019",0,"requiere PaBa, zona residencial, flujo vehicular bajo",0.000000022781687096,0.000923920061604
"MULTIPOLYGON (((-74.09599930699994 4.701650215000029, -74.09600092899996 4.7015726570000425, -74.09605345999995 4.701574433000076, -74.09606894599995 4.70157488600006, -74.09609768399997 4.701575726000044, -74.09613214199999 4.701576732000035, -74.09630069799994 4.701581657000077, -74.09629843899995 4.7016497100000265, -74.09609627399993 4.701643077000028, -74.09601052799997 4.7016402150000545, -74.09600769383661 4.701641434234817, -74.09600509149755 4.701643091596166, -74.09600278815229 4.7016451443055844, -74.09600084325301 4.701647539380138, -74.09599930699994 4.701650215000029)))",921,"10,005,198","162,369",Calzada,33.25,7.48999977,248.97,2,,ENGATIVA,MINUTO DE DIOS,AUTOPISTA MEDELLIN,LO,DG 82,CL 81C,CL 81B,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,10/31/2018 12:00:00 AM,CCSI,CC,2,,08/29/2019 12:00:00 AM,"2,019",0,"ona residencia. Tráfico medio, con paso de vehículos pesados tipo camión.",0.0000000202772996795,0.000749064094003
"MULTIPOLYGON (((-74.12149053199994 4.623951182000042, -74.12148891599998 4.623949731000039, -74.12148488899999 4.6239471990000425, -74.12118611099999 4.623776479000071, -74.12118198299999 4.623774324000067, -74.12118184699995 4.623774272000048, -74.12117756399994 4.62377286100002, -74.12117753299998 4.623772856000073, -74.12117727199995 4.623772802000076, -74.12117296999998 4.623772131000067, -74.12116834499994 4.623772145000032, -74.12116831599997 4.623772146000022, -74.12116377099994 4.6237729070000455, -74.12116372699995 4.623772916000065, -74.12115936099997 4.623774397000034, -74.12115931999995 4.6237744140000245, -74.121155215 4.623776597000074, -74.12115153799994 4.623779398000067, -74.12115150399995 4.623779427000045, -74.12114832699996 4.623782776000041, -74.12114829699993 4.6237828090000335, -74.12114567299994 4.623786664000022, -74.12117639599995 4.623732375000031, -74.12119794999995 4.623694288000024, -74.12119774641056 4.623698677929661, -74.12119823164065 4.623703045707427, -74.12119939375697 4.623707283916543, -74.12120120417958 4.623711288326714, -74.12120361838477 4.623714960457457, -74.12120657699995 4.62371821000005, -74.12120682799997 4.623718446000055, -74.12151108199998 4.623896042000069, -74.1215146554037 4.6238979872301496, -74.12151844099998 4.623899478000055, -74.12152330061994 4.623900659364549, -74.12152828285467 4.623901093950977, -74.12153327362138 4.623900771808216, -74.12153815864191 4.623899700312665, -74.12154282605947 4.623897903999339, -74.12154716899994 4.623895424000069, -74.12152511299996 4.623934544000066, -74.12149717799997 4.623984089000032, -74.12149888399995 4.62397962700004, -74.12149890699999 4.623979530000042, -74.12149980199996 4.623974922000059, -74.12149990499995 4.623970155000052, -74.12149990199998 4.623970123000049, -74.12149919199999 4.623965428000076, -74.12149917899995 4.623965383000041, -74.12149767999995 4.623960895000039, -74.12149765799995 4.623960846000045, -74.12149541799994 4.623956688000021, -74.12149539199999 4.623956651000071, -74.12149247199994 4.623952932000066, -74.12149244599993 4.623952906000056, -74.12149053199994 4.623951182000042)))",670,"16,000,561","188,564",Calzada,44.71,6.69999981,299.49,2,,PUENTE ARANDA,SAN RAFAEL,LA PRADERA,LO,CL 4B,KR 64A,KR 65,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,10/18/2018 12:00:00 AM,SIBACC,CC,2,,04/29/2019 12:00:00 AM,"2,019",0,Requiere MP. Tránsito alto de vehículos. Zona residencial e industrial. Posible daño en redes.,0.00000002439288355,0.00105874793833
"MULTIPOLYGON (((-74.10745197400001 4.610033611999995, -74.10747171100002 4.610012229999996, -74.107820672 4.610336560999997, -74.10782567199999 4.610340898999993, -74.10782570600003 4.6103409269999815, -74.10782635200002 4.610341327000015, -74.107826751 4.610341661999996, -74.10787661 4.610383492999972, -74.10783712699998 4.610431388999984, -74.10780690500002 4.610406302999991, -74.10778964299999 4.61039122699998, -74.10778701999999 4.61038901500001, -74.107786922 4.610388950000015, -74.10778406700001 4.61038726999999, -74.107479646 4.6101216729999805, -74.10743797399999 4.610080491000019, -74.10742266599999 4.61006536299999, -74.10742389699999 4.6100640299999895, -74.10743071500002 4.610056643000007, -74.10745197400001 4.610033611999995)))",671,"16,002,163","187,632",Calzada,61.06,7.57999992,461.99,2,,PUENTE ARANDA,CIUDAD MONTES,TIBANA,CM,CL 4,KR 37B,KR 38,11,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,08/22/2019 12:00:00 AM,PASF,PABA,2,,08/27/2019 12:00:00 AM,"2,019",380,,0.000000037693806099,0.0012369792635
"MULTIPOLYGON (((-74.120184322 4.6010965269999815, -74.12021976 4.60104103499998, -74.12024535299997 4.601057405999995, -74.120268539 4.601072235999993, -74.120474382 4.601203897999994, -74.12043731099999 4.60126225800002, -74.12041928299999 4.601250392999987, -74.12039690799998 4.60123566599998, -74.12021794200001 4.601118144999987, -74.120184322 4.6010965269999815)))",672,"16,003,302","187,902",Calzada,33.53,7.44999981,249.88,2,,PUENTE ARANDA,MUZU,AUTOPISTA MUZU,LO,CL 28 S,KR 41,KR 41BIS,9,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,11/02/2018 12:00:00 AM,BAPASI,PABA,2,,03/04/2019 12:00:00 AM,"2,019",0,"El segmento requiere actividades en MP. Bajo flujo vehicular, Zona residencial.",0.000000020347735226,0.000739675792297
"MULTIPOLYGON (((-74.12076004999994 4.609397855000054, -74.12085502799994 4.609352418000071, -74.12092719099996 4.609317895000061, -74.12092061099997 4.609323335000056, -74.12092057099994 4.609323370000027, -74.12091495199996 4.609329815000024, -74.12091492399998 4.609329849000062, -74.12091040499996 4.609337152000023, -74.12090713799995 4.6093450650000705, -74.12090711999997 4.609345114000064, -74.12090517299998 4.6093534700000305, -74.12090516699999 4.609353496000041, -74.12090459799998 4.609362044000022, -74.12090459799998 4.609362084000054, -74.12090507699997 4.609367070000076, -74.12090491399994 4.609367147000057, -74.12090541799996 4.609370606000027, -74.12090542399994 4.609370651000064, -74.12090761299999 4.609378930000049, -74.12090762599996 4.609378971000069, -74.12091114099997 4.609386821000044, -74.12094724299999 4.6094652110000425, -74.12097060499997 4.6095159180000564, -74.12097729099997 4.60953046700007, -74.12099185799997 4.609561964000022, -74.12101374399998 4.609608929000046, -74.12110656099998 4.609807090000061, -74.12118101799996 4.60996422900007, -74.12119361399994 4.609990430000039, -74.12121831499996 4.610041914000021, -74.12125054499995 4.610109076000072, -74.12125350199995 4.6101151500000705, -74.12130197499994 4.610218947000021, -74.12123767799994 4.610249239000042, -74.12105224299995 4.6098521550000555, -74.12086051199998 4.609443231000057, -74.12085544899998 4.609432435000031, -74.12084858699995 4.609422240000072, -74.12084855099994 4.609422197000072, -74.12084021799996 4.6094132500000455, -74.12084015099998 4.609413191000044, -74.12083054499993 4.609405690000074, -74.12083049699999 4.609405660000051, -74.120819801 4.609399741000061, -74.12081964099997 4.60939967500002, -74.12080828099994 4.609395565000057, -74.12079623899996 4.609393252000075, -74.12078398399996 4.609392865000075, -74.12077182099995 4.609394412000029, -74.12076004999994 4.609397855000054)))",673,"30,000,003","902,635",Calzada,107.85,7.9000001,852.08,2,,PUENTE ARANDA,CIUDAD MONTES,SAN EUSEBIO,CM,DG 16 S,KR 52,KR 52A,10,MISIONAL,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,02/26/2019 12:00:00 AM,PASF,PABA,2,,09/24/2019 12:00:00 AM,"2,019",310,Zona residencial. Tránsito de automóviles. Requiere MP. Parque cercano.,0.000000069388421269,0.0022654941834
"MULTIPOLYGON (((-74.07706308899998 4.668567983999992, -74.07700752400002 4.668526170999996, -74.07701864699999 4.668530956999973, -74.07702023399997 4.6685316410000155, -74.077032019 4.668532808000009, -74.07704555100003 4.66852813600002, -74.07705196699999 4.668522350999979, -74.07714119600001 4.668407676000015, -74.07714428100002 4.668403688000012, -74.07722623699999 4.668297737999978, -74.077329684 4.668159985999978, -74.07736266900002 4.668117533999975, -74.07741029200002 4.668056239000009, -74.07748284399997 4.667959126000029, -74.077524885 4.667905109999992, -74.07756301699999 4.667853352000009, -74.077628769 4.667899638999984, -74.07760042400002 4.667940172999977, -74.07759030699998 4.667943498, -74.077582027 4.667949562999979, -74.07757329600004 4.667960870999991, -74.07753471400002 4.668009354999981, -74.07753119900002 4.6680137559999935, -74.07750601599999 4.668045400999972, -74.07741130699998 4.668168643000001, -74.07740620700002 4.668175280000014, -74.077204155 4.668443807000017, -74.07718598399998 4.668467955999972, -74.07712802399999 4.668541797999979, -74.07712518199997 4.668545400000028, -74.077110603 4.6685668220000025, -74.077106431 4.668579034000004, -74.07710553700002 4.6685895289999735, -74.07710658100001 4.6686007110000105, -74.07706308899998 4.668567983999992)))",674,"12,001,651","178,240",Calzada,96.66,8,773.35,2,,BARRIOS UNIDOS,DOCE DE OCTUBRE,SAN FERNANDO,LO,KR 54,CL 70A,CL 70C,9,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,02/09/2018 12:00:00 AM,PASI,PABA,2,,02/15/2019 12:00:00 AM,"2,019",0,"Desprendimiento de agregados(A), Huecos(M). Requiere MP.",0.000000062980737656,0.00197672853757
"MULTIPOLYGON (((-74.05569456399996 4.699756636000075, -74.05578134799998 4.699771746000067, -74.05577369599996 4.69977728300006, -74.05576956999994 4.699787153000045, -74.05576991899994 4.699791366000056, -74.05577364299995 4.6998393930000475, -74.05578299599995 4.699899416000051, -74.05578423899993 4.699907145000054, -74.05580059199997 4.69997369600003, -74.05582265699998 4.700038566000046, -74.05585021899998 4.700101285000073, -74.05588309599995 4.700161357000071, -74.05592104699997 4.700218355000061, -74.05593499999998 4.700235830000054, -74.05594904399999 4.700253414000031, -74.05596377199998 4.700271847000067, -74.05597362699996 4.700282913000024, -74.05602296599994 4.70033298900006, -74.05603478599994 4.700344624000024, -74.05604646999996 4.700354253000057, -74.05607328899998 4.700376285000061, -74.05608726999998 4.700387831000057, -74.05610330699994 4.700398834000055, -74.05614331399994 4.70042630100005, -74.05620250299995 4.700459709000029, -74.05626429799997 4.700487758000066, -74.05628767599995 4.700496023000029, -74.05632838999998 4.700510365000071, -74.05639367099997 4.7005271320000475, -74.05639415799999 4.700527259000069, -74.05646116999998 4.700538341000026, -74.05652881299994 4.700543511000035, -74.05657400699994 4.700543020000055, -74.05659671999996 4.700542743000028, -74.05663135299994 4.700539312000046, -74.05666428299998 4.700536044000046, -74.05669641199995 4.70053180900004, -74.05674990499995 4.700521149000053, -74.05676129199998 4.700518891000058, -74.05680579399996 4.700505762000034, -74.05682474199995 4.700500187000046, -74.05688625299996 4.700475825000069, -74.05692616799996 4.70045570800005, -74.05694531499995 4.7004460740000695, -74.05700150399997 4.700411108000026, -74.05705739599995 4.700369326000043, -74.05709314099994 4.700337511000043, -74.05710954099999 4.700322924000034, -74.05715754999994 4.700272264000034, -74.05716212899995 4.700266542000065, -74.05720113799998 4.700217671000075, -74.05722590999994 4.700180603000035, -74.05723992199995 4.700159570000039, -74.05725984699995 4.700123442000063, -74.05727366199994 4.700098377000074, -74.05730209599994 4.7000345260000245, -74.05730234799995 4.700033053000027, -74.05730477399999 4.700018979000049, -74.05730334899994 4.700007228000061, -74.05730252399997 4.700000421000027, -74.05729462399995 4.699983498000051, -74.05728186799996 4.699969883000051, -74.05726590899997 4.699961164000058, -74.05735270299994 4.699977898000043, -74.05735589099999 4.699978513000076, -74.05735913399997 4.69997913800006, -74.05743289399999 4.699993359000075, -74.05741673999995 4.699992508000037, -74.05739942299994 4.6999971430000755, -74.05738451999997 4.700007138000046, -74.05737364299995 4.700021437000032, -74.05736872799997 4.700036177000072, -74.05736795499996 4.700038494000069, -74.05736186299998 4.70005550600007, -74.05735819499995 4.700065747000053, -74.05733057199996 4.700130511000054, -74.05730553699993 4.7001777210000455, -74.05729759799993 4.7001926980000235, -74.05725983099995 4.700251396000056, -74.05725953399997 4.700251875000049, -74.05721660399996 4.70030762500005, -74.05716916299997 4.7003595410000685, -74.05711752199994 4.700407254000027, -74.05706205199994 4.700450446000048, -74.05703580599999 4.70046837700005, -74.05697492199994 4.700504762000037, -74.05691122899998 4.700535922000029, -74.05684532982514 4.7005637475148365, -74.05677723776542 4.700585666272118, -74.05670748109429 4.700601508221228, -74.05663660099968 4.7006111504567665, -74.05656514738527 4.700614518172107, -74.05649367460425 4.700611585239757, -74.05642273715851 4.700602374414064, -74.05635288539668 4.700586957154683, -74.05628466124439 4.700565453072172, -74.05621859399997 4.700538029000029, -74.05615407999994 4.700507251000033, -74.05609233199993 4.7004712110000355, -74.05603378399996 4.700430165000057, -74.05597881299997 4.700384391000057, -74.05595557999999 4.700362132000066, -74.05590655699996 4.700309245000028, -74.05589898899996 4.700299599000061, -74.05587061399996 4.700263410000049, -74.05586203699994 4.700252490000025, -74.05585292099994 4.700238667000065, -74.05582232199998 4.700192246000029, -74.05581917899997 4.700186487000053, -74.05578767899993 4.700128938000034, -74.05576671999995 4.7000818120000645, -74.05575834299998 4.70006298200002, -74.05574776999998 4.700032744000055, -74.05573451199996 4.699994830000037, -74.05571634899997 4.69992493500007, -74.05570529099998 4.699808370000028, -74.05570200799997 4.699773658000027, -74.05570199899995 4.699773540000024, -74.05570176499998 4.699767646000055, -74.05569698299996 4.699758136000071, -74.05569456399996 4.699756636000075)))",745,"11,010,903","166,952",Calzada,119.89,16.37999916,"1,971.97",2,,SUBA,LA ALHAMBRA,MONACO,LO,DG 117,DG 115,,10,OTRO,IMV-PR-003,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,04/25/2019 12:00:00 AM,PASF,PABA,2,,04/30/2019 12:00:00 AM,"2,019",0,,0.000000159924474988,0.0050263789869
"MULTIPOLYGON (((-74.11804263599998 4.693226911000011, -74.118079937 4.693164565000019, -74.118358779 4.693332657999974, -74.118434062 4.693375426999978, -74.118460594 4.693391535999979, -74.11846263899997 4.693389457000023, -74.118489109 4.693405594000012, -74.11855038099998 4.693449988999987, -74.11860799499999 4.693499067000005, -74.1186616 4.69355251899998, -74.11883132499997 4.693723353999985, -74.11885707300002 4.69375196499999, -74.11886089299998 4.693754152999986, -74.11886501700002 4.6937552129999744, -74.11887474100001 4.693757715000004, -74.11888885899998 4.693755409999994, -74.11890087799998 4.693747627999983, -74.11883890500002 4.69380890399998, -74.11882590200004 4.693821760999981, -74.11882585699999 4.693821351999986, -74.11882388599997 4.693816831999982, -74.11880523500002 4.693796068999973, -74.11880248400001 4.693793206999999, -74.11870268500002 4.693689355999993, -74.11864757500001 4.693632432000015, -74.11861160799998 4.693597190999981, -74.11857508000003 4.693561879000015, -74.11853798800001 4.693528473000015, -74.11846816600001 4.693482354000025, -74.118417701 4.693450713000004, -74.11836399600003 4.693418155000018, -74.11832753599998 4.693397391000019, -74.11807858399999 4.693248509999989, -74.11804263599998 4.693226911000011)))",746,"10,006,927","160,013",Calzada,110.76,7.84000015,868.81,2,,ENGATIVA,ALAMOS,LOS ALAMOS,LO,,,,9,PETICIONARIO,Acuerdo 257/D,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,08/09/2018 12:00:00 AM,PA,PABA,2,,01/29/2019 12:00:00 AM,"2,019",0,Zona industrial. Tránsito medio de vehículos y camiones. Requiere MP. Aferente a bicicarril AK 96,0.0000000707570404175,0.00220047361883
"MULTIPOLYGON (((-74.05454105799998 4.725594191000027, -74.05455224999997 4.725556693000044, -74.05455404399999 4.725550682000062, -74.05455659149058 4.72554808120893, -74.05455886399996 4.725545237000063, -74.05479693499996 4.724756975000048, -74.05479904499998 4.724749749000068, -74.05480080199999 4.7247437340000715, -74.05480211984133 4.724736954867474, -74.05480238699994 4.7247300540000765, -74.05480227499999 4.724728174000063, -74.05480125622672 4.7247215858575995, -74.05479927601951 4.724715220301889, -74.05479637777302 4.724709216828953, -74.05479262499995 4.72470370700006, -74.05479259899994 4.72470368300003, -74.05482876599996 4.724716585000067, -74.05483254399996 4.724717933000022, -74.05483690699998 4.7247194890000515, -74.05483830799994 4.72471998900005, -74.05485292699996 4.724725204000038, -74.05486561699996 4.724729731000025, -74.05487796699998 4.724734137000041, -74.05487390750238 4.72473449029838, -74.05486996097729 4.724735504832806, -74.05486623437987 4.724737153108312, -74.05486282870503 4.724739390454814, -74.05485983625033 4.724742156237754, -74.05485733811456 4.724745375501363, -74.05485540199999 4.724748961000046, -74.05484674899998 4.724777510000024, -74.05477450499995 4.725015864000056, -74.05475656999994 4.7250828280000405, -74.05469723199997 4.725282383000035, -74.05466290199996 4.725393137000026, -74.05461488299994 4.725560640000026, -74.05461450499996 4.725561964000065, -74.05461445199995 4.725562185000058, -74.05461443799999 4.725562244000059, -74.05461427999995 4.725562792000063, -74.05460008899996 4.725612245000036, -74.05454105799998 4.725594191000027)))",747,"11,008,252","168,859",Calzada,102.13,6.19999981,633.47,2,,SUBA,EL PRADO,PRADO PINZON,LO,KR 50,AC 138,CL 141,10,PETICIONARIO,Misionalidad,INFRAESTRUCTURA Y GESTIÓN DEL TRANSITO,07/05/2018 12:00:00 AM,SICC,CC,2,,03/02/2019 12:00:00 AM,"2,019",0,"El segmento vial de pavimento flexible requiere cambio de carpeta, se recomienda hacer el apique en el eje de la placa 138-19, y 138-57 zona comercial y residencial.",0.0000000515978848815,0.00201349210925
